제작사,차명,생산시작,생산종료,리콜사유,대수,제조사,리콜일
"에프씨에이코리아(구, 크라이슬러코리아)",크라이슬러 C200,2014-08-29,2014-08-29,전기 배선 커넥터의 접촉불량으로 시동이 꺼지거나 가속이 되지 않을 가능성,4,크라이슬러,2015-12-01
"에프씨에이코리아(구, 크라이슬러코리아)","짚체로키, KL",2014-10-29,2015-02-10,파워 테일게이트 ECU(전자제어장치) 전기 배선 연결부에 수분이 유입되어 파워 테일게이트가 작동되지 않거나 전기배선에서 화재가 발생할 가능성,1954,크라이슬러,2015-12-01
에프엠케이,페라리 La Ferrari,2014-03-15,2015-03-04,타이어펑크시 타이어 공기업 경보장치의 경고 메세지가 올바르게 표시되지 않아 운전자에게 잘못된 정보 제공으로 안전운행에 지장을 줄 가능성,2,마세라티-페라리,2015-08-28
에프엠케이, 페라리 458 Special,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,4,마세라티-페라리,2015-08-28
에프엠케이,페라리 458 Special A,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,2,마세라티-페라리,2015-08-28
에프엠케이,페라리 California T,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,18,마세라티-페라리,2015-08-28
에프엠케이,페라리 F12 Berlinetta,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,1,마세라티-페라리,2015-08-28
에프엠케이,페라리 FF,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,1,마세라티-페라리,2015-08-28
에프엠케이,페라리 La Ferrari,2015-03-10,2015-06-19,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성,1,마세라티-페라리,2015-08-28
에프엠케이,페라리 La Ferrari,2014-03-15,2015-03-04,머리지지대가 자동차안전기준 제26조에서 정하고 기준에 적합하지 않음,2,마세라티-페라리,2015-08-28
에프엠케이,마세라티 Quattroporte,2013-06-01,2013-12-10,시동모터 및 발전기에 배선이 견고하게 부착되어 있지 않아 주행 중 분리될 경우 재시동 불가 및 배터리 방전 등 안전운행에 지장을 줄 가능성,21,마세라티-페라리,2015-11-12
에프엠케이,마세라티 GranTurismo,2015-09-11,2015-09-11,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성,2,마세라티-페라리,2015-12-11
에프엠케이,마세라티 GranCabrio,2015-09-11,2015-09-11,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성,1,마세라티-페라리,2015-12-11
재규어랜드로버코리아,XJ(2.0/3.0/5.0),2014-02-06,2014-07-23,주행 중 브레이크 파이프 조인트 유니온 부위 풀림 및 브레이크 액의 유출로 인한 제동력 부족 현상 발생,199,재규어랜드로버,2015-03-12
재규어랜드로버코리아,Range Rover,2015-01-06,2015-01-23,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생,10,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover Sport,2015-01-06,2015-01-23,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생,36,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Discovery4,2015-01-06,2015-01-23,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생,25,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover 3.0 디젤,2013-05-07,2013-10-10,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 108)에 만족하지 않음",26,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover 4.4 디젤,2013-05-07,2013-10-10,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 109)에 만족하지 않음",116,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover 5.0 가솔린,2013-05-07,2013-10-10,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 110)에 만족하지 않음",33,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover,2012-08-12,2014-01-08,진공 호스의 부정확한 설치로 인해 진공 호스가 엔진 보조 구동벨트 및 풀리와 접촉하여 마모 발생,109,재규어랜드로버,2015-04-02
재규어랜드로버코리아,Range Rover Sport,2013-05-07,2014-01-08,진공 호스의 부정확한 설치로 인해 진공 호스가 엔진 보조 구동벨트 및 풀리와 접촉하여 마모 발생,47,재규어랜드로버,2015-04-02
재규어랜드로버코리아,XF,2012-09-11,2012-10-08,연료펌프 전류 규정값 초과로 연료펌프가 작동되지 않아 시동이 꺼질수 있는 가능성,5,재규어랜드로버,2015-04-08
재규어랜드로버코리아,XK,2011-07-02,2015-01-13,전방 차폭등이 지속적으로 꺼지지 않는 문제로 배터리 방전 가능성 발견,44,재규어랜드로버,2015-07-17
재규어랜드로버코리아,Discovery4,2014-08-21,2015-02-12,ABS(Anti-lock Brake System) 자기진단 기능＊이 정상적으로 작동되지 않아 ABS 고장시 운전자가 이를 인지할 수 없어 안전운행에 지장을 줄 가능성,947,재규어랜드로버,2015-07-17
재규어랜드로버코리아,Range Rover,2005-03-14,2012-07-26,전륜 브레이크호스 균열 또는 파열로 인해 브레이크액이 누유되어 제동성능이 저하될 가능성,1094,재규어랜드로버,2015-07-17
재규어랜드로버코리아,Discovery4,2012-08-13,2012-09-14,선루프 유리를 감싸고 있는 고무 실링의 접착제 불량으로 누수 및 풍절음 등의 현상이 발생되어 안전운행에 지장을 줄 가능성,76,재규어랜드로버,2015-10-08
재규어랜드로버코리아,Range Rover,2012-03-29,2015-05-23,차량 도어 컨트롤 제어 시스템의 소프트웨어 오류로 도어가 열린 상태임에도 닫힌 상태인 것처럼 인지되어 안전운행에 지장을 줄 가능성,1330,재규어랜드로버,2015-10-08
재규어랜드로버코리아,Range Rover Sport,2012-03-29,2015-05-23,차량 도어 컨트롤 제어 시스템의 소프트웨어 오류로 도어가 열린 상태임에도 닫힌 상태인 것처럼 인지되어 안전운행에 지장을 줄 가능성,1433,재규어랜드로버,2015-10-08
포드세일즈서비스코리아,이스케이프,2014-04-22,2014-05-05,연료펌프의 제작이 오발르게 되지 않을 수 있으며 이로인한 연료펌프의 고장으로 인해 엔진으로 공급되믄 연료 압력이 낮을 수 있음,31,포드,2015-02-06
포드세일즈서비스코리아,MKC,2013-08-20,2014-09-09,버튼 시동스위치가 주변 장치 조작 중 의도치 않게 눌려질수 있어 시동이 꺼질수 있는 위험성,289,포드,2015-03-16
포드세일즈서비스코리아,토러스,2009-12-01,2010-06-30,도어 핸들 리턴 스프링이 제대로 자리잡지 못하여 도어 핸들이 느슨해져서 도어가 안잠길수 있음,4958,포드,2015-05-06
포드세일즈서비스코리아,MKS,2011-06-01,2011-10-31,도어 핸들 리턴 스프링이 제대로 자리잡지 못하여 도어 핸들이 느슨해져서 도어가 안잠길수 있음,45,포드,2015-05-06
포드세일즈서비스코리아,MKZ,2014-02-17,2014-03-19,주차등 밝기가 밝아 마주오는 운전자 시야를 방해할 가능성,591,포드,2015-05-29
포드세일즈서비스코리아,이스케이프,2014-03-13,2014-12-10,"속도, 엔진회전수, 연료량, 냉각수온도 등을 표시하는 계기판이 내부 프로그램 오류로 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성",311,포드,2015-07-17
포드세일즈서비스코리아,이스케이프,2014-02-14,2014-03-07,연료펌프 내부 모터 불량으로 연료압력이 낮아져 주행 중 시동이 꺼질 가능성,24,포드,2015-07-17
포드세일즈서비스코리아,익스플로어,2011-02-01,2012-11-30,차문 잠금 스프링 장치의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성,1171,포드,2015-07-17
포드세일즈서비스코리아,머스탱,2014-02-14,2015-02-10,연료탱크 실드가 외부의 온도 상승을 보호 하지 못해 장기간 차량 하부가 높은 온도에 노출될 경우 연료 누유 및 증발가스가 누출 될 가능성,224,포드,2015-10-26
포드세일즈서비스코리아,이스케이프,2014-04-01,2015-06-12,긴급상황에서 강제 이그니션 OFF 후에도 시동이 꺼지지 않는 현상,167,포드,2015-08-14
포드세일즈서비스코리아,퓨전,2011-01-19,2012-12-02,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성,680,포드,2015-10-26
포드세일즈서비스코리아,토러스,2011-02-09,2012-02-02,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성,236,포드,2015-10-26
포드세일즈서비스코리아,MKS,2012-02-06,2012-02-06,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성,1,포드,2015-10-26
포드세일즈서비스코리아,이스케이프,2012-05-22,2012-10-18,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,566,포드,2015-10-08
포드세일즈서비스코리아,퓨전,2012-05-22,2013-04-15,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,754,포드,2015-10-08
포드세일즈서비스코리아,MKZ,2012-04-15,2013-09-10,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,203,포드,2015-10-08
포드세일즈서비스코리아,퓨전,2012-07-07,2015-03-13,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,1526,포드,2015-10-08
포드세일즈서비스코리아,MKZ,2012-11-20,2015-03-20,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,2559,포드,2015-10-08
포드세일즈서비스코리아,몬데오,2014-08-01,2015-04-15,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성,823,포드,2015-10-08
포드세일즈서비스코리아,몬데오,2015-01-21,2015-07-27,연료라인에 장착된 수분센서의 오링(O-ring)결함으로 연료가 누유되어 엔진룸 화재 발생 가능성,1111,포드,2015-10-26
포드세일즈서비스코리아,퓨전,2012-07-07,2013-04-20,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링이 이탈되어 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성,754,포드,2015-10-26
포드세일즈서비스코리아,MKZ,2012-11-20,2013-05-31,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링이 이탈되어 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성,136,포드,2015-10-26
포르쉐코리아,파나메라 4,2009-04-17,2013-09-13,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견,317,포르쉐,2015-03-02
포르쉐코리아,파나메라 4S,2009-04-17,2013-09-13,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견,245,포르쉐,2015-03-02
포르쉐코리아,파나메라 터보,2009-04-17,2013-09-13,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견,113,포르쉐,2015-03-02
포르쉐코리아,카이엔 S,2009-04-17,2013-09-13,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견,211,포르쉐,2015-03-02
포르쉐코리아,카이엔 터보,2009-04-17,2013-09-13,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견,149,포르쉐,2015-03-02
포르쉐코리아,파나메라 S Hybrid,2011-03-17,2012-05-07,연료분사장치에 장착된 연료 레일이 올바르게 장착되지 않았을 가능성으로 인해 연료 누설 가능성,2,포르쉐,2015-04-01
포르쉐코리아,카이엔 S Hybrid,2011-03-17,2012-05-07,연료분사장치에 장착된 연료 레일이 올바르게 장착되지 않았을 가능성으로 인해 연료 누설 가능성,4,포르쉐,2015-04-01
포르쉐코리아,918스파이더,2014-02-25,2015-05-06,엔진룸 왼쪽 후면 라디에이터 팬의 전기 배선 장치가 탄소 섬유로 제작된 방열판과 접촉이 발생하여 이로인해 전기배선 장치에 손상을 입을 수 있는 가능성,3,포르쉐,2015-06-12
포르쉐코리아,마칸S,2014-01-24,2015-10-27,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성,163,포르쉐,2015-12-01
포르쉐코리아,마칸 터보,2014-01-24,2015-10-27,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성,226,포르쉐,2015-12-01
한국닛산자동차,쥬크,2011-11-01,2014-06-30,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음,666,닛산,2015-01-09
한국닛산자동차,Q70S 5.6,2011-11-01,2014-06-30,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음,1,닛산,2015-01-09
한국닛산자동차,QX80,2011-11-01,2014-06-30,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음,5,닛산,2015-01-09
한국닛산자동차,FX35,2007-10-31,2008-04-16,스티어링 칼럼의 리테이너 형상 불량으로 베어링과의 마찰로 인해 손상 발생,1,닛산,2015-02-16
한국닛산자동차,FX50,2007-10-31,2008-04-16,스티어링 칼럼의 리테이너 형상 불량으로 베어링과의 마찰로 인해 손상 발생,1,닛산,2015-02-16
